# Starting test run
x y points n_ticks
65 154 28 278
723 577 12 239
614 255 24 267
578 4 0 100
461 538 26 190
553 195 28 250
523 402 18 226
99 33 0 100
99 231 8 212
741 173 28 283
2 561 29 264
77 267 14 280
715 253 0 100
114 5 12 263
726 38 20 242
57 63 20 249
430 536 24 196
722 311 20 472
366 331 24 427
422 233 24 338
674 34 0 100
609 311 20 213
426 513 28 221
403 557 18 192
130 305 20 265
442 204 24 397
104 418 26 343
466 440 24 465
274 59 22 265
164 527 20 247
57 389 14 242
301 581 12 212
578 244 22 338
156 361 16 279
392 28 0 100
591 594 22 347
547 328 12 365
140 84 24 276
126 454 22 291
516 359 26 309
328 378 10 226
315 480 26 213
525 535 26 219
469 322 30 485
11 578 26 226
598 568 33 325
294 405 36 513
337 556 26 371
79 376 24 236
117 212 24 229
799 559 20 446
37 133 18 303
423 255 20 211
165 352 16 253
568 592 22 296
592 502 22 218
204 299 16 300
248 299 22 318
39 346 22 286
408 359 6 196
12 484 18 231
293 436 16 275
695 280 14 252
339 315 24 386
773 376 10 230
127 103 20 272
219 76 24 292
423 41 20 298
490 294 10 235
446 173 29 314
471 344 20 364
310 314 16 334
664 501 26 233
394 208 45 252
246 515 22 216
57 409 22 238
205 83 20 241
35 535 24 380
771 309 25 261
570 81 26 260
317 174 22 321
778 160 25 466
692 345 24 233
643 117 28 277
456 590 24 207
269 146 4 273
298 510 20 212
562 563 18 260
706 405 34 133
602 594 20 273
32 470 22 229
56 460 20 257
457 69 12 226
97 476 24 258
675 533 22 241
358 554 30 213
606 344 28 254
196 273 12 309
9 157 16 253
462 286 22 449
448 430 20 212
724 182 29 314
572 117 28 271
788 172 22 295
500 142 33 179
215 403 22 254
559 104 18 272
151 554 28 232
477 465 16 296
781 88 18 230
521 318 16 278
554 172 22 283
262 361 14 221
113 399 16 352
382 455 16 181
40 255 14 221
640 389 6 256
688 581 22 298
510 12 2 185
756 471 31 217
500 401 24 227
149 79 28 522
698 542 20 225
347 179 4 127
665 82 28 245
425 12 2 178
499 205 6 207
569 422 22 218
338 91 8 205
160 426 28 324
336 44 18 278
16 47 0 100
621 103 0 100
707 285 24 303
354 582 12 210
789 479 28 331
427 46 16 225
512 431 26 290
579 383 20 353
429 371 2 168
447 2 16 248
432 324 31 613
330 362 22 349
389 244 22 326
497 228 22 395
483 267 16 318
184 438 28 308
639 454 20 252
86 80 28 230
497 49 22 289
353 330 2 166
642 39 0 100
384 401 26 278
336 207 28 264
53 133 16 261
646 411 24 275
470 501 26 231
295 348 22 311
350 19 16 344
166 585 20 258
114 226 16 276
182 490 28 236
66 208 22 226
193 181 16 311
237 193 24 304
313 569 18 305
293 175 16 463
445 139 28 330
709 392 16 243
500 184 32 241
151 390 28 266
183 154 16 306
259 78 18 263
330 331 20 260
300 450 16 233
574 412 14 185
763 535 28 215
214 144 26 310
98 486 30 243
478 408 18 283
749 95 0 100
285 262 26 305
330 580 28 251
757 393 22 220
414 572 30 370
279 445 14 292
439 159 14 205
707 497 28 222
142 537 30 238
138 198 20 293
453 271 4 193
372 154 28 298
355 23 14 215
239 364 18 208
738 543 20 237
346 70 20 286
135 214 30 336
304 13 4 223
340 292 22 212
543 495 24 221
22 496 28 224
368 272 16 213
565 114 8 266
253 353 16 264
388 44 12 223
771 458 36 331
197 160 14 408
388 91 2 129
306 109 18 246
701 173 27 239
608 404 20 260
95 582 28 319
126 301 22 446
486 60 24 280
755 439 16 225
760 265 23 232
225 271 18 332
727 398 14 234
172 499 24 256
499 94 22 367
379 512 14 206
235 310 14 225
559 206 6 263
9 282 24 532
613 281 10 166
102 311 32 345
183 481 12 245
44 517 33 135
448 291 24 338
384 435 14 203
72 342 12 223
242 86 18 316
655 385 8 236
601 408 22 325
174 379 22 286
590 114 20 289
788 215 10 178
216 441 24 216
719 150 0 100
441 491 12 211
122 533 30 243
707 370 27 488
478 231 28 336
543 497 22 282
221 144 20 281
400 472 24 222
758 545 26 239
646 200 24 240
596 121 10 263
437 69 26 322
791 130 0 100
570 450 8 287
328 256 24 224
557 122 0 100
462 279 14 308
260 217 20 290
712 274 26 249
707 135 28 238
697 179 16 229
24 303 34 476
396 525 24 200
39 269 8 278
332 306 12 295
705 430 26 235
6 464 6 232
113 457 20 257
499 253 26 301
474 185 26 339
798 599 8 212
103 241 22 265
317 99 33 524
669 246 22 478
148 405 14 297
291 252 26 300
202 424 28 311
458 33 6 234
298 40 18 239
74 96 28 246
681 190 28 266
352 471 10 240
680 205 22 266
158 595 14 332
661 394 20 255
493 251 8 198
602 596 6 188
97 537 28 236
106 535 26 261
722 85 28 244
479 405 12 301
571 569 29 250
789 501 28 223
554 481 26 303
794 50 10 248
744 126 18 247
36 18 22 245
7 132 0 100
196 464 0 100
728 458 20 248
40 158 20 260
168 38 26 454
232 345 12 349
789 415 30 326
777 306 18 214
179 316 20 308
79 498 22 212
166 517 32 139
31 531 24 247
215 284 20 404
413 439 22 203
243 25 0 100
436 185 22 204
640 127 35 235
719 73 20 224
410 249 16 172
339 157 16 287
623 448 14 217
795 1 0 100
520 327 14 265
281 111 29 466
111 598 22 256
668 133 18 248
655 567 16 217
229 215 25 300
799 464 20 230
64 76 26 238
415 48 0 100
230 463 24 401
640 295 4 138
518 512 14 294
731 90 24 230
668 266 2 198
24 151 20 313
545 591 18 204
191 343 0 100
382 297 28 338
543 270 22 325
299 213 24 345
394 59 8 232
653 388 26 295
566 307 32 180
293 12 0 100
424 581 16 181
716 348 8 239
223 145 27 417
782 458 18 233
226 469 28 277
416 31 12 250
187 188 28 405
390 263 4 211
554 65 14 255
338 233 24 222
322 555 16 205
227 373 18 231
571 362 22 267
306 438 20 284
683 329 10 191
196 68 18 269
217 175 26 354
429 313 20 214
196 288 14 237
610 580 29 477
193 66 0 100
783 476 32 333
735 353 10 267
351 96 31 323
537 223 28 393
15 154 10 224
654 48 22 255
173 150 22 265
243 423 0 100
285 563 22 205
38 517 24 204
622 437 22 227
603 191 16 269
221 537 20 318
206 190 14 248
286 585 10 195
110 423 22 244
428 257 30 330
688 185 28 256
89 501 26 309
684 203 16 344
688 123 0 100
286 208 16 285
111 176 28 264
358 94 0 100
610 138 28 335
31 417 24 233
743 187 26 251
684 22 29 285
77 526 24 318
189 440 30 306
258 264 22 277
548 328 26 282
125 507 22 251
14 583 6 209
305 460 20 220
359 200 22 243
415 98 0 100
196 587 14 281
38 461 31 242
578 458 28 290
362 222 2 152
720 103 30 242
68 359 12 227
50 450 20 227
71 559 22 204
189 394 24 249
244 65 22 257
639 567 16 228
558 178 18 309
695 301 25 566
760 489 31 227
416 333 14 321
93 468 33 126
351 487 24 273
504 368 14 207
784 521 22 213
615 204 6 167
478 584 28 208
377 53 16 212
283 313 4 185
365 322 25 341
201 109 22 287
219 196 23 350
476 276 20 191
108 68 30 247
595 284 20 267
493 410 27 277
510 523 12 278
579 186 22 302
638 396 18 214
223 544 14 199
271 204 28 328
249 11 18 254
765 191 28 331
302 211 4 147
763 538 32 108
738 65 20 243
793 408 0 100
381 591 22 205
486 383 18 199
642 565 29 223
12 39 20 269
588 24 10 271
554 399 20 469
115 363 31 267
435 18 4 222
56 369 18 506
163 412 20 394
78 200 14 287
258 422 28 353
164 401 6 230
420 573 20 195
62 235 24 220
65 541 22 230
138 227 20 246
426 248 16 206
361 358 22 200
391 285 26 461
406 567 28 267
386 388 4 210
253 436 29 346
663 357 14 300
662 385 16 250
728 335 26 375
596 561 16 185
314 106 18 211
438 353 24 304
756 301 18 211
386 128 8 247
585 170 20 284
174 597 26 270
652 138 16 244
326 66 0 100
322 135 26 327
176 248 18 276
203 239 23 299
334 89 0 100
764 345 20 375
78 284 10 259
260 310 12 204
40 182 31 417
537 210 20 308
45 453 22 289
673 424 20 247
44 486 25 333
50 206 18 272
127 532 22 197
777 138 26 205
619 572 20 354
798 404 16 228
699 38 18 240
647 499 24 275
206 129 0 100
571 163 16 243
321 1 0 100
480 559 20 210
287 265 30 455
546 368 28 345
86 542 24 291
796 559 12 174
405 269 0 100
374 455 26 419
423 264 28 340
154 74 22 258
492 470 24 239
618 456 26 283
303 268 22 335
216 276 20 276
52 324 14 236
168 34 0 100
221 235 26 315
227 119 30 381
122 227 16 201
736 458 20 264
752 467 29 239
274 428 16 299
344 341 22 306
598 332 33 281
734 401 22 269
553 327 20 541
744 332 18 224
682 305 18 248
522 407 22 356
587 367 20 321
297 29 16 228
608 472 22 225
226 545 24 267
707 138 26 243
210 239 24 266
711 419 14 277
71 415 30 234
696 585 10 243
723 589 18 306
442 19 16 322
201 437 22 280
74 313 22 242
7 522 28 413
121 420 24 231
414 53 28 281
350 136 20 293
281 17 16 382
368 203 28 299
193 48 0 100
335 534 27 210
279 152 10 298
4 546 24 225
678 405 20 263
199 370 18 290
49 537 23 240
127 95 35 144
10 224 10 233
454 4 10 211
130 245 0 100
348 172 0 100
682 386 26 276
287 221 18 304
568 582 14 211
439 580 24 193
570 382 24 324
400 463 18 218
540 361 6 164
23 294 31 417
408 116 0 100
794 70 0 100
242 523 22 378
397 81 0 100
500 28 18 226
505 252 14 283
513 285 26 356
341 351 32 346
497 480 30 228
477 58 20 232
712 496 28 223
559 262 0 100
358 201 10 254
667 274 24 259
380 252 12 197
751 492 32 291
425 431 10 229
254 470 24 337
647 114 20 276
368 24 4 179
438 244 2 171
570 372 0 100
489 387 20 310
57 225 24 437
138 215 32 156
129 267 24 214
631 2 34 200
119 401 6 306
738 285 16 247
40 101 8 261
253 514 24 236
758 380 12 259
387 550 22 188
452 405 16 217
164 422 22 262
135 561 26 262
228 423 14 255
550 549 24 362
425 502 24 208
541 556 34 259
490 193 12 230
323 396 20 274
215 277 16 418
247 111 20 335
258 217 26 310
356 521 28 358
312 384 24 363
571 426 18 264
463 28 20 253
582 549 22 256
699 543 24 260
513 151 0 100
778 17 27 314
35 138 14 227
436 536 18 198
328 504 20 269
119 255 32 296
152 279 10 288
658 242 10 248
104 465 27 467
570 565 26 212
748 534 28 213
368 545 14 227
263 581 10 214
351 191 18 198
349 271 16 203
156 41 0 100
286 402 6 175
475 62 20 258
327 450 24 284
606 427 20 231
652 545 26 228
759 169 22 282
655 78 20 267
201 469 26 285
569 360 12 210
753 73 0 100
242 171 16 278
243 566 18 200
336 562 20 207
154 333 12 258
594 205 2 129
741 510 28 245
578 378 24 250
688 596 20 266
632 16 28 263
309 360 4 173
178 400 22 426
1 275 22 373
673 202 23 259
7 349 10 229
503 537 30 199
640 456 26 252
343 347 20 184
243 143 22 399
689 41 28 324
137 332 22 477
527 589 24 282
299 533 26 217
451 459 18 223
377 502 30 214
500 447 10 214
42 94 28 325
708 364 26 454
152 100 24 276
550 260 16 271
755 230 10 204
701 448 20 234
81 156 35 131
450 462 16 219
23 84 14 219
350 144 22 246
303 334 14 289
354 591 22 400
530 402 26 290
120 435 29 248
637 590 22 242
574 329 20 265
676 352 16 281
704 302 26 279
316 593 18 273
513 519 20 207
325 214 22 325
207 354 16 244
672 242 22 333
29 566 25 245
619 72 16 233
783 550 20 230
645 373 24 246
285 33 22 237
729 331 12 330
786 324 26 471
748 381 26 204
6 379 14 338
761 404 6 218
316 382 18 228
613 567 24 229
250 265 10 246
757 130 28 229
23 547 29 223
457 40 2 101
788 500 16 249
506 82 10 219
395 389 24 359
575 158 22 357
550 80 20 254
673 407 18 237
609 216 18 273
589 505 24 257
483 405 24 302
178 585 0 100
496 483 16 397
81 361 28 309
627 333 24 287
78 229 28 392
15 437 22 253
91 425 33 319
60 162 26 261
536 204 16 311
774 345 26 236
471 135 16 276
678 363 33 647
405 591 18 383
30 475 18 237
537 543 30 296
785 96 6 264
686 94 24 310
595 424 0 100
561 143 0 100
216 513 28 295
629 232 18 284
729 491 24 213
768 379 34 256
645 113 28 259
165 17 0 100
273 46 25 381
511 156 0 100
466 54 22 355
412 174 22 392
526 176 32 367
152 266 12 315
503 283 22 313
82 438 30 248
322 17 24 476
632 283 26 270
406 331 30 273
425 84 12 383
726 357 18 294
502 532 24 219
241 82 0 100
70 506 30 439
579 349 26 398
669 235 14 330
142 149 32 257
151 146 28 266
552 85 10 183
639 244 33 370
303 77 25 300
176 218 23 493
629 394 20 484
653 40 22 297
430 219 12 346
133 539 24 230
436 35 22 311
425 300 24 403
130 375 24 235
542 580 20 204
130 589 18 208
11 457 18 301
642 513 24 265
518 308 16 160
630 306 4 254
140 228 20 318
459 167 22 338
315 16 20 297
622 469 28 276
719 33 40 141
472 458 10 226
182 477 28 520
239 561 20 208
780 298 22 264
731 560 20 223
59 518 30 216
151 47 16 245
371 462 16 375
675 149 28 256
279 320 22 427
639 371 18 242
529 308 18 375
482 112 22 220
72 248 22 273
362 43 18 388
286 87 2 166
590 475 33 382
575 480 26 225
352 21 14 223
620 428 10 223
206 530 16 204
48 461 22 222
86 197 26 276
323 178 10 209
385 259 18 473
708 152 24 232
117 296 24 261
300 73 0 100
279 270 12 229
425 335 14 213
675 56 28 263
108 351 37 180
627 182 26 294
506 451 8 213
28 470 27 411
407 464 26 207
488 57 28 650
129 39 28 449
307 76 26 381
279 261 14 182
758 257 31 464
136 18 22 340
719 498 29 216
691 144 26 258
785 244 0 100
183 450 32 140
556 463 28 362
498 353 18 251
697 579 26 268
173 537 22 237
565 123 28 408
341 484 16 208
630 147 16 284
503 401 12 200
336 130 20 269
306 34 10 222
736 346 30 286
259 92 22 227
794 420 10 237
245 499 30 291
330 434 32 353
334 106 20 301
219 591 8 194
521 514 12 290
159 392 24 238
12 422 14 216
485 357 10 199
731 417 20 279
70 279 22 225
653 482 24 234
644 465 28 268
562 279 12 307
288 327 18 294
79 125 24 258
28 388 14 198
396 289 8 209
503 327 33 365
722 482 32 242
185 534 32 126
378 490 26 201
32 444 12 216
589 217 22 286
164 351 14 178
51 500 30 222
545 135 27 318
268 113 4 202
395 53 24 430
45 431 16 230
758 585 36 369
547 580 33 296
410 473 30 340
202 255 24 338
8 376 0 100
640 432 20 309
157 213 22 316
153 376 12 302
443 133 4 244
106 545 22 228
411 336 28 274
599 472 14 245
274 75 20 320
561 520 24 292
572 182 18 266
90 489 30 229
775 337 24 235
97 561 20 224
478 24 16 224
560 353 16 313
441 106 0 100
726 524 26 220
738 207 24 267
641 186 20 297
45 530 26 243
354 258 16 213
409 556 26 223
242 233 0 100
337 57 16 432
711 288 24 209
359 5 16 230
272 358 26 201
727 301 22 379
658 367 14 269
354 190 26 334
437 435 22 387
496 284 20 342
320 160 24 384
337 294 10 223
676 178 18 227
548 309 18 282
395 283 28 334
122 272 30 311
533 321 20 317
750 61 20 257
743 144 25 408
52 524 26 239
798 504 10 252
44 67 14 265
431 238 18 183
683 224 12 286
326 191 0 100
630 478 24 289
48 295 12 197
627 293 30 326
601 19 14 217
320 442 18 264
498 54 24 402
101 161 28 246
148 460 30 234
682 64 29 258
562 28 18 239
643 594 4 148
3 38 12 253
13 118 6 252
211 234 26 297
778 200 22 483
181 99 24 239
765 11 28 277
549 127 28 410
443 482 26 222
354 195 24 298
296 459 10 210
179 474 32 201
262 421 14 268
22 33 27 258
329 55 26 461
337 558 14 225
718 161 31 250
427 76 10 234
461 265 10 342
423 290 16 208
571 175 22 315
716 497 20 235
16 207 24 407
277 307 18 270
599 336 18 223
710 568 8 212
495 131 18 472
583 148 24 282
102 192 26 302
403 536 26 521
653 231 24 314
407 394 18 217
540 13 0 100
251 392 27 425
6 86 0 100
552 555 20 212
12 251 33 656
445 527 16 194
420 233 10 188
461 282 22 319
25 158 18 245
544 389 10 271
155 58 30 251
369 415 12 287
38 433 16 244
55 351 24 234
342 110 0 100
564 0 4 203
536 13 6 251
450 214 20 276
577 16 28 241
615 231 22 265
483 178 20 268
697 418 29 287
317 102 22 312
177 522 8 259
522 20 22 496
273 18 20 272
9 347 19 470
33 248 10 233
687 557 14 212
436 372 14 242
643 43 18 320
587 374 20 287
428 449 20 190
423 242 24 321
205 165 18 289
574 480 14 256
417 446 2 149
704 354 26 218
254 440 12 213
483 33 12 295
354 391 30 288
488 10 16 458
484 283 20 325
261 191 12 402
318 28 10 307
545 503 10 281
643 58 24 261
754 242 26 298
6 453 0 100
450 336 4 167
604 479 22 275
443 206 26 361
590 132 32 200
160 281 12 192
669 583 16 242
92 63 25 239
310 137 18 386
388 378 18 295
483 404 28 250
598 589 27 526
7 354 4 230
643 198 24 297
786 516 24 226
472 437 27 377
19 463 27 235
194 318 24 265
135 464 22 258
562 409 28 260
496 127 18 307
150 71 30 408
189 521 16 401
713 485 31 290
196 141 18 264
626 265 26 340
580 559 22 207
130 553 31 247
339 74 0 100
79 407 12 230
360 466 22 211
505 296 29 384
34 399 22 221
182 142 34 466
250 214 27 356
276 440 20 211
30 411 32 224
42 59 12 254
532 354 23 269
28 527 28 244
424 468 20 225
54 272 16 248
554 481 22 311
11 459 26 251
88 127 20 360
536 125 30 315
672 492 18 293
786 332 8 254
177 203 30 289
255 478 28 459
507 111 24 362
528 6 22 298
137 217 26 365
306 112 0 100
638 25 16 262
288 241 8 283
469 553 29 388
375 450 18 184
724 252 24 456
314 322 20 202
491 583 14 177
61 565 24 240
235 435 28 318
657 169 12 253
240 369 16 278
151 471 26 249
666 44 0 100
185 270 28 446
406 544 26 383
781 463 14 233
736 278 28 416
627 490 18 230
580 69 24 360
295 63 12 268
274 157 14 221
506 122 32 184
658 369 20 221
9 275 0 100
439 250 26 424
791 109 14 306
471 382 16 292
599 424 28 290
589 263 12 292
371 526 24 210
87 219 22 329
598 151 20 276
512 161 14 310
384 513 24 186
460 198 18 310
686 277 16 208
657 39 22 252
417 306 10 208
581 289 26 210
593 407 24 285
93 460 26 229
282 235 18 338
392 582 20 202
8 461 14 402
172 401 18 194
527 347 22 276
343 177 16 224
646 358 10 313
489 92 12 228
777 350 23 432
580 122 20 282
10 50 20 224
260 449 27 488
614 320 0 100
170 355 18 274
513 418 24 331
719 46 31 349
362 408 16 191
137 438 26 259
318 338 24 267
481 478 30 223
122 491 12 229
140 480 26 218
482 113 0 100
703 15 16 417
791 483 33 258
661 550 30 221
290 107 22 250
712 517 24 204
678 523 28 226
357 9 14 234
661 445 28 436
83 237 18 324
593 61 26 262
190 50 22 228
545 214 26 205
348 136 24 257
576 171 28 229
669 244 10 221
8 250 16 412
627 440 26 236
342 220 30 360
244 31 24 260
634 119 29 285
462 328 6 146
698 174 28 256
118 136 24 260
438 13 12 222
500 222 24 336
100 60 24 231
396 371 12 182
420 390 14 255
226 384 30 336
397 211 14 496
241 175 30 423
685 164 26 296
537 282 16 213
270 93 22 227
642 131 26 264
330 99 29 332
271 524 20 310
96 217 24 261
186 582 26 275
60 114 29 430
564 348 10 247
481 263 6 217
393 135 0 100
423 111 22 244
653 39 32 151
665 346 30 266
526 91 10 213
761 374 23 229
146 228 24 270
316 6 16 371
627 567 28 231
665 479 26 253
571 44 26 284
109 583 26 372
179 541 30 206
80 250 24 411
123 416 26 265
19 328 18 292
216 590 24 262
565 304 22 190
677 206 20 296
268 594 22 222
211 279 12 298
464 530 26 433
556 4 18 365
355 593 18 217
377 432 20 362
468 390 22 188
683 469 31 256
137 27 24 341
545 124 20 286
403 71 0 100
203 542 28 317
551 468 30 281
218 170 20 318
343 555 22 204
715 165 22 278
276 298 26 304
33 424 22 305
40 565 18 203
454 591 27 195
406 339 12 280
656 346 12 388
196 320 14 253
270 408 16 237
164 251 28 218
449 310 8 204
409 569 14 200
167 94 30 282
83 300 10 239
654 400 22 337
201 70 28 356
53 500 26 246
307 346 30 335
1 314 23 456
538 511 20 218
577 206 20 323
418 201 12 283
524 154 26 292
76 40 26 243
749 170 14 219
624 597 8 229
91 17 32 248
404 384 30 470
10 1 0 100
293 33 0 100
7 178 14 222
445 11 0 100
113 343 30 215
603 492 32 107
191 398 18 254
521 583 22 354
182 365 18 313
459 252 26 188
617 412 18 196
356 282 14 226
320 85 6 188
550 432 22 294
739 255 24 302
779 54 0 100
114 56 28 230
161 171 24 269
90 60 28 244
497 169 27 291
532 307 16 181
191 441 22 192
285 544 18 215
447 245 24 343
1 420 31 338
609 11 0 100
140 478 30 278
111 338 30 254
373 370 22 322
577 508 25 312
584 53 22 238
750 324 26 219
797 162 4 252
565 79 26 267
187 96 26 274
52 164 24 250
368 538 30 212
275 150 16 331
487 185 0 100
460 277 24 381
138 161 20 289
654 290 14 290
208 480 22 246
780 469 28 414
793 14 18 281
351 557 12 172
527 284 30 355
574 144 20 291
617 71 0 100
673 83 0 100
326 195 20 268
370 127 24 234
1 389 20 256
213 243 22 273
694 189 31 252
390 88 22 306
273 193 26 310
486 570 20 391
598 572 27 355
304 468 12 278
626 448 26 227
449 43 10 217
34 354 20 290
444 482 27 222
640 196 22 498
725 183 22 261
558 400 22 451
272 118 10 244
231 388 24 323
159 55 22 256
792 314 0 100
711 76 24 260
457 441 12 285
516 420 28 345
621 215 22 247
553 210 16 307
453 520 32 290
523 331 16 196
696 156 18 274
579 139 26 311
28 211 28 247
471 397 26 289
43 206 16 221
214 263 28 293
578 298 14 298
559 42 22 238
589 103 22 264
465 518 20 263
713 61 28 242
149 118 20 273
122 21 30 253
323 39 12 270
787 311 14 253
518 181 20 300
505 164 28 488
241 221 20 243
513 317 33 495
617 410 24 259
43 119 20 294
766 298 22 249
21 474 30 225
486 598 18 374
115 399 10 235
382 488 26 360
9 331 30 322
289 206 18 313
460 504 34 350
168 163 31 502
254 167 18 193
606 73 24 342
694 402 14 248
702 466 24 239
184 313 20 233
179 364 12 254
21 322 22 450
489 471 20 218
759 531 29 208
390 525 28 210
628 376 20 264
521 63 22 286
657 295 22 237
84 471 30 256
447 237 27 343
782 581 16 220
776 282 24 226
176 471 12 234
764 88 0 100
231 582 22 233
200 87 22 288
3 128 0 100
14 419 35 132
338 164 12 285
112 23 31 479
729 215 24 258
229 481 28 280
80 258 22 229
208 14 12 242
40 583 28 274
575 319 20 203
461 489 30 222
193 512 20 269
705 33 28 244
130 535 28 365
486 388 16 228
263 308 18 210
375 551 24 197
248 456 28 332
239 529 24 258
2 523 24 243
260 166 28 312
255 290 14 194
791 43 0 100
708 432 16 220
121 218 28 367
491 564 24 221
405 327 14 342
528 567 12 188
432 78 8 228
646 413 26 446
389 245 12 220
89 398 27 229
221 292 28 253
237 344 12 196
459 218 2 176
188 20 20 340
755 592 23 289
579 193 24 408
479 449 22 348
688 12 16 230
32 564 26 225
640 34 2 101
675 261 8 246
497 329 22 262
284 505 12 195
569 31 20 232
105 2 18 240
47 103 20 248
376 297 20 202
104 55 28 247
261 254 20 323
87 298 26 247
591 1 4 194
699 329 31 559
367 354 14 237
452 561 18 216
438 386 0 100
216 592 26 225
360 578 24 440
552 551 26 289
694 266 6 201
618 210 22 273
61 573 25 271
104 306 24 475
115 466 20 274
774 404 4 202
36 6 28 248
712 57 28 215
233 571 16 212
575 495 18 289
378 582 24 328
276 235 6 290
193 243 30 508
395 233 0 100
609 320 22 458
445 168 24 262
77 398 22 243
224 578 22 407
682 355 26 252
698 117 24 250
122 327 10 298
0 212 0 100
410 440 18 326
354 570 26 261
162 469 20 273
396 441 24 370
406 309 6 167
194 263 16 329
499 287 31 280
75 567 16 219
473 415 22 221
209 392 24 303
144 55 31 248
615 370 0 100
463 189 0 100
13 594 16 214
634 172 14 276
749 180 24 323
365 475 24 343
330 20 18 224
739 206 26 223
796 400 16 263
588 232 22 256
707 128 28 256
293 232 26 337
386 89 12 261
390 249 19 345
69 348 20 207
630 393 24 301
455 289 24 284
453 562 31 464
782 121 23 454
409 145 23 339
695 492 32 133
49 411 12 312
779 184 22 240
697 118 24 241
251 321 12 209
434 285 2 101
462 430 28 225
95 361 20 247
97 485 31 434
175 268 14 238
88 125 26 238
11 557 24 250
224 19 16 440
777 462 18 282
397 410 22 211
101 316 24 317
27 457 26 231
774 175 26 374
206 522 16 231
219 220 4 127
76 369 24 440
72 400 18 223
495 267 6 179
422 502 28 224
539 570 16 207
300 242 2 161
373 399 16 342
25 426 8 196
165 165 26 265
299 278 6 196
369 350 22 231
221 512 24 323
286 399 20 340
453 454 28 311
45 481 30 239
654 451 20 249
782 444 32 479
732 61 31 251
129 450 30 243
661 301 30 285
216 141 30 285
665 431 30 444
264 563 30 331
101 355 22 323
401 13 18 228
221 260 24 338
22 319 8 206
192 331 22 263
709 341 20 248
328 486 16 205
770 371 26 209
276 502 14 223
753 351 26 377
281 181 26 309
144 63 22 264
310 2 10 234
70 165 24 229
93 239 12 249
460 180 22 341
605 114 2 136
256 139 14 259
714 462 12 242
95 582 22 217
354 72 10 237
261 395 28 268
576 192 2 132
663 422 26 251
672 390 16 274
8 418 34 573
526 470 24 329
785 490 24 399
143 4 0 100
262 564 18 204
770 498 30 212
504 148 10 198
568 566 22 207
143 326 20 288
246 227 8 264
135 267 24 249
296 589 20 525
148 543 22 242
82 539 30 221
601 347 8 226
63 83 26 245
771 512 28 244
76 143 12 225
114 551 18 236
369 364 2 169
196 310 26 272
342 53 14 204
624 53 30 249
326 256 28 325
312 271 28 213
687 459 28 241
457 430 10 211
385 354 16 388
148 375 27 257
560 235 20 230
311 134 12 290
215 52 26 271
180 298 24 252
532 143 16 641
545 27 22 291
44 400 18 211
693 88 0 100
181 243 12 340
475 62 10 223
235 503 30 261
596 273 10 224
470 116 26 322
402 74 16 232
316 358 12 247
473 371 14 356
22 54 0 100
717 64 24 295
127 270 22 372
456 80 14 226
598 388 14 259
180 1 20 245
89 371 24 262
662 88 28 249
375 206 20 311
354 311 12 190
692 476 10 244
34 296 2 193
195 112 20 268
332 46 22 333
777 169 22 262
564 511 32 294
588 201 18 244
788 322 14 199
230 44 16 229
754 99 33 238
129 58 0 100
228 330 26 233
768 46 26 420
492 243 14 409
452 413 22 324
90 408 26 246
584 519 12 231
271 312 10 319
796 561 14 244
245 398 24 286
136 291 18 265
582 24 22 426
87 555 28 228
726 118 28 252
713 448 28 235
606 196 29 288
667 388 10 238
601 344 16 272
99 541 20 236
21 483 28 244
639 144 0 100
261 151 24 384
522 466 24 301
664 277 28 301
574 418 33 160
205 307 4 238
592 532 30 218
791 460 28 229
368 319 18 224
145 260 31 322
299 189 12 297
90 189 6 228
127 187 14 329
598 150 28 293
217 100 26 346
113 316 26 457
118 172 20 302
535 372 30 411
41 265 28 205
287 581 24 217
319 141 22 289
708 238 0 100
405 80 30 349
270 591 31 330
356 85 14 227
462 220 26 277
176 85 30 274
192 272 22 266
326 579 16 249
724 493 20 243
253 178 22 287
611 559 20 228
51 212 14 277
542 99 30 402
96 587 26 223
21 298 28 417
379 533 16 206
146 200 23 507
332 465 18 432
239 96 24 430
165 379 22 247
80 228 30 302
696 34 24 227
475 443 22 265
785 194 30 372
634 29 28 396
84 165 27 251
368 16 4 225
257 270 0 100
756 210 16 239
156 320 6 205
381 392 28 307
773 278 16 255
527 351 24 328
479 377 16 207
706 31 26 230
669 559 18 230
73 333 20 322
574 255 24 308
676 404 18 357
102 557 18 207
438 77 28 441
447 21 20 392
81 287 22 237
256 238 27 325
416 131 18 236
629 347 20 300
566 541 18 224
500 507 22 199
89 542 30 244
125 194 10 229
781 541 18 265
585 336 24 259
729 295 21 221
766 255 16 219
406 214 8 253
72 437 22 234
411 24 12 231
517 34 18 268
101 81 33 167
47 159 22 217
473 395 28 302
226 140 18 298
755 221 8 223
708 441 32 119
755 399 14 376
151 523 24 220
473 396 0 100
139 588 14 212
417 490 20 304
274 177 26 304
690 589 14 382
739 304 24 248
538 559 24 327
95 424 28 256
522 547 22 287
718 271 0 100
598 336 12 298
503 276 8 258
178 563 28 230
186 205 24 293
186 181 8 300
557 142 10 297
426 62 16 233
625 291 24 269
373 172 33 170
139 182 30 358
151 143 24 249
690 217 18 226
503 435 18 266
337 468 18 209
441 323 14 266
277 276 18 253
753 436 18 253
55 141 26 307
475 475 22 237
556 323 12 286
617 57 34 232
590 589 16 416
71 347 30 433
